name,longitude,latitude,uid
街道口创意城,114.363052,30.532701,486d236f72543a7bab059d33
街道口-公交车站,114.353763,30.534632,6b03c084560a2f23d1f49ebf
楚河汉街-地铁站,114.347699,30.559989,2d2de94c6e2191b146e274cf
街道口小学,114.362969,30.537823,ea4a3dc9a0ec512e4f554793
黎黄陂路街头博物馆,114.308826,30.592207,5211d2193a5189597dc87657
武珞路街道口-公交车站,114.355138,30.534144,5276ec229705ec65d33ce311
胜利街一元路-公交车站,114.309908,30.598817,dca4d3042407fd57dd1e5216
街电充电宝(小二街便利店),114.322948,30.631484,2c389e443116b06ba104643e
府河收费站,114.318967,30.714466,f26212665d083fc94207c184
府河湿地,114.190862,30.728056,e63e168e16d006a18505bf6d
府河大桥-道路,114.191959,30.733274,187d9717b6cba6dc4f2fdf31
府河,114.326637,30.691684,3b95cdbec578abc93913fddf
府河郊野公园,114.307929,30.677027,ba362e72d4d60826f4231059
府上二期高层,114.216112,30.681003,cdde714bac530d429a00507b
府河桥-道路,114.245846,30.685689,aecdd9020e5b3447a0046403
府河,114.258021,30.672094,e4260556f8680adb4051c0a3
岱黄高速/府河大桥(路口),114.304769,30.669493,8fdf087538374967f4eafc4b
临江府,114.314841,30.567132,beabdbf47cc564987169d3b5
池中间,114.135753,30.414462,610852112faa8da2c51b752e
惊池原创剧情密室,114.301633,30.581242,d79f24ffc4f98418e91e9781
池渊庭-7栋,114.402791,30.481348,f9d35ae41cfe32651fe99914
池渊庭-10栋,114.403128,30.480198,cc8bc6a6a64b95c62806ce9d
池田屋(司门口店),114.306548,30.549043,a115fe3df2d43cbecb213d56
池渊庭-13栋,114.401974,30.47986,446d0c56a2cd2e8bcf06a423
池渊庭-11栋,114.402806,30.479881,2d2e30ae4b7ed3eeb320a8ed
东林外庐-池渊庭,114.40261,30.48058,a2e7efc85a796251e81e9749
池渊庭-8栋,114.403113,30.481031,11986c9207a39874e0110347
池家村,114.490159,30.515423,a7c56ee0b138e5b3a2acc488
院基寺水库,114.314903,31.109483,b7021bf86498c2f9f4e73b21
院子烧烤店,114.295596,30.587506,195749cd675954d80782c2d9
院岗村,114.307509,30.870441,eef2d5283164f2a73be4a604
院墙湾,114.991533,30.885743,87248d96c6e063b02806ce26
院子鲜鱼村,114.371552,30.586494,675aabf25af02e8deedfca1e
院子烧烤,114.213658,30.57427,28048d6428767748c6effbec
武汉市妇幼保健院-正门,114.294506,30.607816,307831be385e635a7402690c
台北院子,114.288829,30.599783,29b5549d802274157af79671
中铁第四勘察设计院集团有限公司-总部设计大楼,114.350287,30.608766,2a426ac3d399fcd39222e09c
武汉市妇幼保健院停车场(出入口),114.294575,30.608227,ee1e5cf49def2fb19fec2b43
瀚城城投,114.375427,30.50499,ae94066fb3b528b2e50738db
汉口城市广场,114.313377,30.657814,81da099274b41bf881a00c9b
城投·四新之光,114.228618,30.516665,bd499a5d84c3989ba20464ca
城际花园,114.279013,30.484555,719c4bd97872edd10bf5eba3
城中坊,114.301108,30.605653,631c415757da276131f71dca
万科城花璟苑,114.421195,30.478125,5392b3a1c79a81dbb13c8164
城市之光,114.444785,30.479884,78bd50f7fb4d822630870a91
湖北城市建设职业技术学院,114.443373,30.407743,ac8555710625c676a10464df
武汉城市广场,114.25917,30.582336,488aa1cd85d922c8d518b783
城华路-道路,114.224387,30.627312,bfbc8e47d2c73bb683a12e5a
店岑路-道路,114.446333,30.445086,0e71ea3a2e18d696f9f0cb70
店柳路-道路,114.8013,30.935914,dac754c3b7af2058d12dd6ee
大润发(江汉店),114.291922,30.590686,37d60a46cfbf36791e1d1108
严老幺烧麦店(自治街店),114.29187,30.586908,6835e3a7fc0b9f57e21103e0
武汉富力威斯汀酒店,114.314365,30.570271,db2e3158030789d5c909f058
盒马鲜生(太和里店),114.269195,30.596634,43ea8e9d5f1a4328f6c59c8f
麦当劳(汉口金家墩长途汽车站店)-洗手间,114.259116,30.619448,6d104a762f20351c8d55ec61
谢先生餐厅(外滩店)-停车场,114.310634,30.604679,bbf974b5e7654eccf82d6131
禄cup(武汉天地专卖店店),114.318368,30.612926,12820839f16846e59ff7796e
武汉V9国际酒店(徐东店),114.345337,30.592835,24e41d70eb3b9f60715e80c5
极上馆日本料理,114.308307,30.605653,5f8c2c15c75a298d38221c48
武汉科学技术馆-入口,114.306495,30.585078,b8611bc1e191e4cb49fd3fc5
武汉科学技术馆-男洗手间,114.305909,30.583954,bc989cfe5547f4d0744ff167
纽涞韩蒸馆,114.411676,30.467547,6c77303c91dc5e2f7c29bdb4
匡家甲鱼馆(万松园店),114.276929,30.596945,9b5b585951a3ee9372210ba1
武汉科学技术馆-女洗手间,114.305847,30.583984,c18ed08ea8e41f50f7eafca0
武汉科学技术馆-公厕,114.306438,30.584987,aeae64d13fb1a1bdabf72938
大象洗鞋馆,114.317362,30.564436,6b1a287126ea8945c7f02527
龙帅俊颜馆(友谊店)-停车场,114.360919,30.607447,48ebe92270d612a978f796b4
体育馆路-道路,114.342489,30.55264,58ea682d4aed015a5ed4fec3
谷尚居,114.440163,30.454457,8df616326cb29fe36e4760e5
谷尚居-北门,114.440047,30.455555,b2a7ab1a2d9ea322ffa77802
武汉谷方,114.441372,30.484006,69fcd6dfb2710f51ca29152f
谷一韩式烤肉自助餐厅(新佳丽时尚广场店),114.29751,30.584134,8d9a12eae4c7a377a4c756b7
谷咖啡,114.401479,30.523894,174a810f9674d0dfb01e360d
谷尚居社区居委会(康魅路),114.439244,30.45058,d41e4193812f1bcde6e96575
谷尚居国际幼儿园,114.439065,30.454299,522e19163f804e7eee74f87d
幸福的谷巴家(江汉路店),114.299059,30.584202,35cdb8034b427375d4851f96
海居地产(谷方公寓店),114.441616,30.484626,f2216f3e6c95c54eb5f42f1c
谷家网股份有限公司,114.308409,30.591512,7cb50e816d98240d95ca072b
界立方创意空间,114.30675,30.589833,5928f9f7bd02d829c4f50dd6
界立方3艺术街区,114.304897,30.547211,c5355fae4376d1d035b06c7c
界立方(兰陵路店),114.307261,30.590864,8dc389536699c46ce9f853b1
界埠村,114.546904,30.706888,750ec16501c57d2b4c3a5920
界河,114.183035,30.832923,dca2d9f21da2fdef6cc02c40
界线锅物料理,114.29733,30.602195,ed55fefc5723eca08e77275b
界兴路-道路,114.40329,30.342257,c8fb5ff1e73da856eedfcaed
界兴酒店,114.404678,30.342283,259fe3819858c87ab03c811e
界河桥,114.170209,30.897188,c21db9e5e4d1a58000ff2d75
界北路五里界停车场-公交车站,114.404527,30.342641,fcf3e32a9c92468e1f389496
武汉园博园,114.224607,30.630184,99a3c00c2b636731d52ce23f
园林路-地铁站,114.384335,30.606153,e1c3f6082dbc67fceb12e4bf
园博园北-地铁站,114.229422,30.643612,ecfa56bd3a7b66383904b16a
园博园东门售票处,114.231291,30.623925,ca04d1e4205e6d579e9d6833
园博园-地铁站,114.232354,30.624836,34e62ff55b4fb401a7c7566b
园林路-道路,114.377952,30.614497,5fd7b1026a2bea753617dce5
园艺小区,114.144372,30.637999,d146b388bc1282de740269f1
园丁苑,114.265436,30.638783,fa835ce2a1d514b6e812e438
园艺花城,114.152777,30.633691,b4634ea87a9758b3eee4a51d
武汉市园林局,114.309534,30.61267,c879fa01f710f34bc809f0b9
心品假日酒店,114.277296,30.6398,f390758a8b29410e79dbd27f
心活力高地足球场,114.362969,30.597322,c33f06853aee19f09fec2b70
心怡科技物流,114.177809,30.345399,d9ecae38e54a31af0482c2c3
武汉亚洲心脏病医院,114.288865,30.58878,4642844aaf6afec0c9fa5f57
心语主题宾馆,114.294994,30.585276,c6257b948727673d6140a9ff
心语婚典,114.299691,30.588425,711460891ac42f232b3a9fbd
保利·心语,114.3326,30.476404,be1ea5ef8f0f54bf15948ee0
心若神怡,114.157306,30.634068,c16397908b4bd27bb05c6a54
心连心大药房(江夏店),114.322459,30.353666,c90d156f6155c82948cc4aac
心品假日会所,114.277332,30.63984,17f9cfb53f7ab42e29fc48a2
啡之翼网咖,114.323163,30.629157,dbda95f7027c7db488fc06a3
F加咖啡美塑馆(中南店),114.340689,30.536843,567d7e438951526eb34c492b
啡你莫属咖啡吧,114.295848,30.61871,1a451212bcf07a25d518b713
唯羽啡凡,114.306187,30.592896,c410486b545426ebf7eafcbd
啡茶不渴,114.248839,30.653586,11fba5a3e1fb27ab260bd079
合景泰富地产四季·啡体验馆(光谷天地店),114.417165,30.481247,2ca12d23bcb5dc3f1c389440
茶语心啡茶餐厅,114.093432,30.464413,c3473f1753a322c65d17c328
拜尔波啡特地板,114.43279,30.659595,ff4a1c08c2c48c48c51b75d3
啡域咖啡,114.16895,30.497965,ebef28dee30e5747a21de993
啡域咖啡,114.058417,30.327862,d7ef8bf26346fbf4157643b8
投资大厦,114.286206,30.607641,d305db1fc27cdd3e932ca338
瀚城城投,114.375427,30.50499,ae94066fb3b528b2e50738db
联投龙湾,114.324929,30.433533,a33aaa634bab0fa6d12dd6c0
武汉水投,114.307508,30.587304,6a9e08273d812dfc11882464
德韩口腔医疗投资管理有限公司,114.316836,30.606783,27ee525f651055a76cc02c46
武汉城投房地产集团有限公司,114.303728,30.588037,e2c734e4cbc1972015a190d7
都市产业投资发展公司,114.30831,30.60404,44207646910f9d6bdeee8bfa
投复利地产,114.309086,30.605527,f66caddb6dfeaa015abbbc69
鄂旅投·书院世家,114.259931,30.433294,fb88278db87a7873ede4a5ce
鄂旅投,114.350583,30.563305,5069c157e4f22017eb12e410
居仁门,114.265277,30.57514,44cbb086fd1d1e8943afe627
居然之家(汉口店),114.258244,30.613964,adabb0f74e83b8bbf8221305
居然之家(武汉乐屋店),114.368361,30.581164,6deee308e489c37329fc483a
居然之家(汉阳店),114.221904,30.51807,11b995ef86cf85d1601c6740
居然之家(光谷店),114.40879,30.486625,f7a0dfb02198363417b54b01
中山大道居仁门-公交车站,114.266606,30.575358,efe9a33626c11c15f7e73baf
居然之家(武昌店)-停车场,114.367488,30.581561,7212730bfe3a29b3b2077d9b
居然之家(星南方店),114.362632,30.618839,86b3fdf6c9a6e586cbfa5f67
居仁门胡炸炸,114.273331,30.583633,e5efc985fdb0d1d807fef529
居酒屋,114.271734,30.603061,a1ea637c2d55444c83a00c72
司门口,114.307184,30.55344,37ee1bfada5ba8228936eec7
司门口好吃一条街,114.306477,30.55317,d991e11627f1f64c1f389417
司门口,114.307008,30.552682,12f0acbc5d627c901b94c662
民主路司门口-公交车站,114.308485,30.551474,91ffbb7991b66493d0ff2336
解放路司门口-公交车站,114.30766,30.557023,b7e3934126a6a1c9d42ce251
司隆百货,114.303918,30.54372,15a93810be71c6a415c8f6f0
湖北省司法厅,114.353296,30.546791,61f634f60f7af7066b49f3d1
武汉市司法局,114.288321,30.628334,68b914714972181d5fd4fec2
中华路司门口-公交车站,114.307485,30.554714,cc0b8ded7be3b9abafee7af6
硚口区司法局,114.220418,30.607233,9ede15aa79a148484054d797
桥机嘉园,114.265826,30.535573,e386bd5d6edb16df11882452
硚口路-地铁站,114.256879,30.577863,277433f755192ee8dad89163
桥机路-道路,114.266312,30.536941,3942943abc8eb39234b06c3b
桥建大厦,114.281864,30.611154,583a5d3badadb4609cec2bad
桥机横路-道路,114.264082,30.534756,b8c675856514af4a29201a48
桥梁村,114.347651,30.61242,07b7fb85f5b3837d9ee321fc
古田四路桥口区法院-公交车站,114.222919,30.607849,fe7692d74b643aa1f02d83c7
硚口公园,114.262981,30.576551,a5ef680f513d0ad7b8df8fa6
桥楼餐厅(财大店),114.39316,30.481128,4746e110541e478e0c0e6b62
二桥街桥西社区,114.2179,30.575506,cbb256d5c4ef2da0b6f42fbf
方红军特色牛骨头,114.090531,30.5667,c064f25661c54fd179dbd278
方安集村,114.212423,30.98009,15ed53ce03cba4549222e005
方掌柜武昌鱼(黄鹤楼店),114.305353,30.545334,5606ee50f79629b3b6147f36
武汉方泰医院停车场-出入口,114.331649,30.51519,d01adfa6a4cfce147c29bdc5
方斗塆,114.201554,30.958624,edd64ce1817dbe913fe23105
方通物流武汉分拨中心,114.056476,30.648017,47481b85d82e887dfbf0cbee
方顺恒瑞国际广场,114.428946,30.505515,39c0d3d2c4093d305e17c382
方舟花园,114.331724,30.656147,5b25f44698c2beea102935ca
方粥汤包,114.36918,30.575773,108b1cea6c8103b53486f490
方家嘴新村,114.37184,30.50976,63ca7275bbd58906aecb6670
翠涛苑,114.307639,30.616242,7388dffd18c6a3ebd3ff23ca
百帝苑,114.295887,30.601271,fd13a3f2473437fab1077dca
松涛苑,114.329523,30.517293,8d155797a0bcad4dcb213d20
财苑大酒店,114.318285,30.549647,fa01e93713730953774ff177
汉欣苑小区,114.20711,30.54096,8b1e70cfce0ffee128d7ab99
向阳佳苑-A区,114.335788,30.532841,2ded3c8ead7121a5cb213d06
四美苑住宅小区,114.346981,30.606637,39d43f8296ffeb86a9059db4
安居苑小区,114.340036,30.5907,bcaebff863794054c8e33c9c
科技苑小区,114.295153,30.624333,91c13f932c0e3cf921f017ca
龙江庭苑-C区,114.259113,30.548388,f25a18f6b66d15b0a3acc49f
流芳街道,114.460174,30.447224,12a2a8a9517c9b6703ff2d75
武汉工程大学(流芳校区),114.439425,30.466571,1020060ffe964da61894c6df
流通巷服装市场,114.28951,30.573525,3bbfb099ec0808b5acee7a2e
流芳陵园,114.461806,30.488163,ecd8577a24d6a7953417dcb5
流芳,114.466858,30.433876,fa01e937ac3bd64a774ff1d7
流金港都,114.332431,30.370898,d146b388667ee8a374026918
流芳中心卫生院,114.460997,30.44886,72dd8f7151a890fb03ec0105
流芳园南路-道路,114.452259,30.462499,f8f5b511c7dc4b206ca3ccf2
流芳,114.444053,30.466558,a6bdf98cb4e361b7ad045753
流芳园横路-道路,114.456569,30.466794,7c5daa7c1c1aa5cb09f5eb09
局气棋牌室,114.269626,30.580624,a0592cbd4f86d054d8d891b9
中铁十一局,114.325238,30.554168,7780198a36b5044441d63efe
武汉市公安局出入境管理处,114.302054,30.665869,fa7da3e8acc5d76242d63ecb
武汉市人力资源和社会保障局硚口区社会保险管理处,114.222717,30.587204,b3c99ba3183d745e2fe67bfe
中铁大桥局集团有限公司(新大楼),114.234509,30.521511,9c8a43810d2a99895d17c33d
武汉市住房保障和房屋管理局-西南门,114.290522,30.609072,9f7f00e84bae9bff7ec8766d
局气胡同(群星城店),114.3555,30.590159,1bd915989e6c6b78210220a7
中建三局第二建设工程公司,114.407894,30.521094,ffb308d04af47a17fea77889
武汉市江岸区工商行政管理局大智工商所,114.310562,30.59761,f387e176f1e1e35aee74f84c
中交二航局第六工程分公司,114.303894,30.586453,0adce3e2a740e76180a00cc7
武汉库玛华中珠宝交易中心,114.289826,30.57962,416523eeb23745173586f4c5
库玛品牌服饰交易中心(中山大道),114.289329,30.57989,9fdb09adffa3f1e02d4733dc
库玛华中百货,114.290194,30.579915,f3c2373ca1aada4bd22dd6ff
库玛院子棋牌室,114.28989,30.579564,b8de9db1af2fe09cbbbd63f8
库玛写字楼,114.290159,30.579918,41572e00bd7b2eb4b45f1e3e
库玛写字楼-停车场,114.290095,30.57938,6cce3cad8d0077ca81a12e16
库玛公寓,114.290059,30.579954,dcd2b41e548603e5f02d8334
武汉库柏特科技有限公司,114.548647,30.496654,4cf5abecb5bd1caa441a323a
库博桌球会(销品茂店),114.348911,30.593797,56f2f696bd5c71990aa8d41e
武汉库贴汽车零部件有限公司,114.062913,30.577017,1d0e279ec96644d07dc8760a
庭瑞新汉口营销中心,114.231067,30.665331,6273d1959c167a9028d7abaf
庭瑞大厦,114.280171,30.596766,47c4ac70ffc5416fb320a8bc
武汉庭悦餐厅,114.241799,30.629178,bcf97244eb0c1099fea7786d
庭瑞君悦观澜,114.067348,30.32429,1fa58a60a26095e1b817e7c0
庭瑞时代,114.273327,30.614526,51276619bd9f99f6b726551d
庭瑞优米空间,114.20443,30.511326,843a08d26649a1c571455b1d
庭瑞三里民居,114.257474,30.535104,017644c662b81b4beedfcadc
庭瑞新汉口-B区,114.230178,30.66393,bda7a3ecf25a9829ca2915b8
东湖庭园,114.385266,30.596596,12240fd01f1c8addc909f0da
江花庭院,114.308792,30.603302,74c933fb844b74209e82ead7
味坊家常菜,114.300427,30.603185,fc767524115681e34f776ee2
红花坊,114.31783,30.56475,9a2e003c443c5cfc82a12e0d
姜辣坊,114.302588,30.533473,f569da150abc93d7354aae99
樱花糕坊(海寿街店),114.306671,30.5983,f1f5cac50d8b4e8136b06cfe
樱花糕坊(解放公园店),114.301214,30.611942,ea4a3dc90c20fd374e5547de
八大家红坊里,114.388753,30.633409,f66c44acaa0e1f10744ff1ba
九味坊(京汉店),114.290105,30.588162,46e86fddb54f1176d13ce30a
光明老街坊酒店(天门墩路店),114.281376,30.610371,6113ef771f08870d8f7727f1
渔家厨坊,114.155694,30.51134,28120c5ef155b7804d3a599d
鑫乐坊,114.363195,30.539488,c6c2cc5ddf2ceacaeb12e44f
武汉市公安局江岸区交通大队事故处理中队,114.314342,30.610162,c3063e8acc661aac82288adc
处女座的烧烤店,114.302459,30.599723,ec24e751b47e71cf6d20b95f
武汉动物园检票处-入口,114.252073,30.552135,a059730420c5e628a8f0cdfd
狂犬病暴露处置门诊,114.286408,30.593549,9088f9f8103febcf48fd3f51
积玉桥凤凰城社区卫生服务站-狂犬病暴露预防处置门诊,114.313926,30.562935,41f41489969e3620b320a88f
武汉市公安局江岸区交通大队道路交通事故处理综合服务中心,114.314507,30.610162,095d0e30aabbc2d91b94c635
武汉市公安局交通管理局江汉大队违法处理中心,114.266407,30.631957,cee3b0acb9ad0af67ec87637
江汉区交通大队事故处理中队,114.255371,30.621585,4f55074b77694930fbf0cbde
长江二桥大队违法处理窗口,114.353211,30.600566,223e18b07d6acc3ae6e96569
武汉市公安局硚口区交通大队道路交通事故处理综合服务中心,114.234608,30.579675,f2d9329cc912dc8af5c59ca5
怡景江南,114.371829,30.413209,8bfdc8e1ea8e3fab118824ce
怡东大厦,114.308773,30.595182,a5ef680f50d80bd7b9df8fc5
怡华逸天地,114.150481,30.635939,3a0092b4bcc36b903586f489
怡程精品商务酒店(光谷店),114.394611,30.511381,80f8dfbe78ab2e50b42655db
怡和苑,114.317968,30.646214,a5e4708bbb05809395f08ca0
怡江苑,114.364996,30.628089,6a1cc7a44c13823f9d82eafe
怡景花园,114.319369,30.611378,dc0f0adc88392f21f82213c5
武汉怡尚花园酒店,114.384191,30.595255,880f538e03a4291e7bf7967d
怡景商务大厦,114.260475,30.619373,606ab0d0383bde540e3ddad6
怡景苑,114.357158,30.621354,0f84e4fb1ad2a1781b11d534
油料所社区,114.346523,30.584608,72aa251306040544077ce8d1
七一九所藏龙岛新区科研综合大楼,114.43887,30.43325,d5891392d33fb0df631c67aa
武昌农民运动讲习所旧址纪念馆,114.306973,30.559388,edd64ce1ffd820903ee231a1
武汉康圣达医学检验所有限公司,114.480274,30.489409,e6016c57de343fd70782c2b5
709所电子楼,114.400319,30.513388,90a0545d92371c86ab0dd836
所客,114.428429,30.461196,ace0417f087cbed8d8d891c2
意所(昙华林店),114.322797,30.558248,deed12f7cbd487e85abbbccf
武汉光谷联合产权交易所江城分所,114.292046,30.609762,0cf65749fdbb913946e274e7
北京大成律师事务所,114.292377,30.611158,7515d0539833ce003686f45e
武汉市人事局计算机应用能力考试医科所考点-东北门,114.304787,30.594173,2d2c911f2aa3306cc7f0251e
武汉路达机动车检测站,114.227738,30.496125,fd306322b6c63b959122e080
路劲时代城营销中心,114.394281,30.342439,f1733b3547e56cba16c905c9
路劲时代城,114.396327,30.343593,e63923fe0968ea3ded74f85d
路劲时代城天隽,114.402633,30.35085,e28b0ebf4b3bce79715e8021
武汉路泽汽车销售服务有限公司,114.286683,30.635347,ab9cd2c174f3d2d631870a62
路桥小区,114.267894,30.533264,d354572922765a28c829154f
武汉市路灯管理局,114.265369,30.603109,fa835ce2a1da14b6e812e439
路生烧烤,114.298481,30.596734,c5065b721a2c190edbd89126
路易100城市旅店,114.324002,30.553914,161a0ed27774fa495cd4fe5b
江汉路-地铁站,114.298356,30.585497,c5bf06d0b013d04dd42ce2fb
中城国际1栋-B座,114.305529,30.600894,8a6117a094836fe1130daa82
中城国际1栋-A座,114.304983,30.600433,731a7720eb5a618cab0dd8ce
